question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade
HS-PS3-014,HS-PS3,HS-PS3-4,recall,What does the second law of thermodynamics state about heat flow?,"The second law of thermodynamics states that heat spontaneously flows from a region of higher temperature to a region of lower temperature, never the reverse on its own.",claude-4.6-sonnet-thinking,6.94
HS-PS3-015,HS-PS3,HS-PS3-4,recall,What is thermal equilibrium?,Thermal equilibrium is the state reached when two objects in contact have the same temperature and there is no longer a net transfer of thermal energy between them.,claude-4.6-sonnet-thinking,12.52
HS-PS3-016,HS-PS3,HS-PS3-4,recall,What property of two objects determines the direction of thermal energy transfer between them?,Temperature determines the direction; thermal energy transfers from the object with the higher temperature to the object with the lower temperature.,claude-4.6-sonnet-thinking,11.78
HS-PS3-017,HS-PS3,HS-PS3-4,recall,What is entropy in the context of thermodynamics?,Entropy is a measure of the disorder or randomness in a system; the second law of thermodynamics states that the entropy of a closed system tends to increase over time.,claude-4.6-sonnet-thinking,9.66
HS-PS3-018,HS-PS3,HS-PS3-4,recall,What is a calorimeter used for in a thermal energy investigation?,A calorimeter is a device used to measure the amount of heat transferred during a physical or chemical process by tracking temperature changes in a known substance.,claude-4.6-sonnet-thinking,9.08
HS-PS3-019,HS-PS3,HS-PS3-4,recall,What is specific heat capacity?,Specific heat capacity is the amount of thermal energy (in joules) required to raise the temperature of one gram of a substance by one degree Celsius.,claude-4.6-sonnet-thinking,9.96
HS-PS3-020,HS-PS3,HS-PS3-5,recall,What is the term for the energy stored in an electric or magnetic field?,"The energy stored in an electric or magnetic field is called field energy (or electromagnetic field energy). Electric field energy is often associated with electric potential energy, while magnetic field energy is stored in magnetic fields created by currents or magnets.",claude-4.6-sonnet-thinking,6.73
HS-PS3-021,HS-PS3,HS-PS3-5,recall,What happens to the potential energy of two opposite charges as they move closer together?,"As two opposite charges move closer together, their electric potential energy decreases (becomes more negative). The system releases energy, typically converted to kinetic energy, as the attractive force does positive work.",claude-4.6-sonnet-thinking,10.71
HS-PS3-022,HS-PS3,HS-PS3-1,conceptual,Why must the total change in energy of all components in a closed system always add up to zero?,"Because energy is conserved, it cannot be created or destroyed. Any energy lost by one component must be gained by another, so the net change across the entire closed system is always zero.",claude-4.6-sonnet-thinking,8.59
HS-PS3-023,HS-PS3,HS-PS3-1,conceptual,Why is it useful to define the boundaries of a system before calculating energy changes?,"Defining the boundary determines what counts as an internal energy transfer versus an external energy flow. Without clear boundaries, you cannot accurately track which energy changes are within the system and which represent energy entering or leaving it.",claude-4.6-sonnet-thinking,11.5
HS-PS3-024,HS-PS3,HS-PS3-1,conceptual,How does knowing the energy change of every other component in a system allow you to calculate the energy change of one unknown component?,"Because energy is conserved, the unknown component's energy change must equal the negative sum of all other energy changes plus any net energy flows into or out of the system. This lets you solve for the unknown algebraically.",claude-4.6-sonnet-thinking,13.93
HS-PS3-025,HS-PS3,HS-PS3-1,conceptual,Why does adding heat energy to one part of a system cause a measurable energy increase somewhere else in the system?,"Energy flows from the heat source into the system and must be absorbed by one or more components. Because energy is conserved, the energy input shows up as an increase in thermal, kinetic, or potential energy in another part of the system.",claude-4.6-sonnet-thinking,11.14
HS-PS3-026,HS-PS3,HS-PS3-1,conceptual,Why is it important to account for energy that leaves a system as heat when modeling the energy changes of its components?,"If heat escapes the system, that energy is no longer available to the remaining components. Ignoring it would make the internal energy changes appear to violate conservation of energy, leading to incorrect predictions about each component's final energy state.",claude-4.6-sonnet-thinking,11.76
HS-PS3-027,HS-PS3,HS-PS3-1,conceptual,Why do engineers use energy balance equations when designing systems like engines or electrical circuits?,"Energy balance equations ensure that all energy inputs, outputs, and internal transfers are accounted for, which helps engineers predict system performance, identify energy losses, and design more efficient devices without violating conservation of energy.",claude-4.6-sonnet-thinking,13.86
HS-PS3-028,HS-PS3,HS-PS3-2,conceptual,"Why does a stretched rubber band have more energy than a relaxed one, even though neither is moving?","A stretched rubber band has increased elastic potential energy because its molecules are pulled into positions farther from their natural equilibrium. Energy is stored in the relative positions of the particles, not in their motion.",claude-4.6-sonnet-thinking,7.82
HS-PS3-029,HS-PS3,HS-PS3-2,conceptual,Why does the temperature of a gas increase when you compress it rapidly?,"Compressing a gas forces the particles closer together and does work on them, increasing their average kinetic energy. Since temperature is a measure of average particle kinetic energy, the temperature rises.",claude-4.6-sonnet-thinking,6.73
HS-PS3-030,HS-PS3,HS-PS3-2,conceptual,Why does water at the top of a waterfall have more energy than water at the bottom?,"Water at the top has greater gravitational potential energy because its molecules are at a higher position relative to Earth, meaning the particles have greater separation energy due to their relative positions in the gravitational field.",claude-4.6-sonnet-thinking,7.7
HS-PS3-031,HS-PS3,HS-PS3-2,conceptual,"How does heating a solid eventually cause it to melt, in terms of particle energy?","Adding heat increases the kinetic energy of the particles, causing them to vibrate more vigorously. Eventually the particles have enough energy to overcome the attractive forces holding them in fixed positions, so they move more freely and the solid melts.",claude-4.6-sonnet-thinking,9.93
HS-PS3-032,HS-PS3,HS-PS3-2,conceptual,"Why does a ball rolling on a flat surface eventually slow down and stop, and where does its energy go?","Friction between the ball and surface converts the ball's macroscopic kinetic energy into thermal energy, increasing the random kinetic energy of particles in the ball and surface. The total energy is conserved but becomes distributed among many microscopic particles.",claude-4.6-sonnet-thinking,8.73
HS-PS3-033,HS-PS3,HS-PS3-2,conceptual,"Why does a gas expand to fill its container, and how does this relate to particle energy?","Gas particles are in constant random motion (kinetic energy), so they naturally spread out and collide with all walls of the container. Their kinetic energy drives them to move in all directions, filling the available space.",claude-4.6-sonnet-thinking,8.39
HS-PS3-034,HS-PS3,HS-PS3-2,conceptual,How can two objects at the same temperature have different amounts of thermal energy?,"Thermal energy depends on both the average kinetic energy per particle (temperature) and the total number of particles. A larger or denser object has more particles, so even at the same temperature it contains more total thermal energy.",claude-4.6-sonnet-thinking,9.26
HS-PS3-035,HS-PS3,HS-PS3-3,conceptual,Why does a solar cell produce electricity only when light hits it?,"Light photons transfer energy to electrons in the solar cell's semiconductor material, giving them enough energy to move and create an electric current. Without incoming light energy, the electrons remain in lower energy states and no current flows.",claude-4.6-sonnet-thinking,7.77
HS-PS3-036,HS-PS3,HS-PS3-3,conceptual,"Why do all energy-converting devices produce some waste heat, even well-designed ones?","No energy conversion process is perfectly efficient; some energy is always lost to thermal energy due to friction, electrical resistance, or other dissipative processes. This is a consequence of the second law of thermodynamics, which states that energy conversions inevitably increase disorder in the system.",claude-4.6-sonnet-thinking,10.72
HS-PS3-037,HS-PS3,HS-PS3-3,conceptual,Why does increasing friction in a device reduce its energy conversion efficiency?,"Friction converts useful kinetic or mechanical energy into thermal energy (heat), which is typically not the desired output of the device. This wasted heat means less of the input energy reaches the intended output form, lowering efficiency.",claude-4.6-sonnet-thinking,12.69
HS-PS3-038,HS-PS3,HS-PS3-3,conceptual,How does a microphone convert sound energy into electrical energy?,"Sound waves cause a thin diaphragm in the microphone to vibrate, and that diaphragm is attached to a coil positioned near a magnet. The coil's movement in the magnetic field generates a changing electric current that mirrors the original sound wave pattern.",claude-4.6-sonnet-thinking,13.09
HS-PS3-039,HS-PS3,HS-PS3-3,conceptual,Why does a longer or thinner wire in an electric circuit cause more energy to be lost as heat?,"A longer or thinner wire has greater electrical resistance, which means electrons collide more frequently with the wire's atoms as they move through it. These collisions transfer energy to the atoms, increasing thermal energy (heat) and reducing the electrical energy available for the intended use.",claude-4.6-sonnet-thinking,8.59
HS-PS3-040,HS-PS3,HS-PS3-3,conceptual,How does a steam turbine convert thermal energy into mechanical energy?,"High-temperature steam is directed onto the blades of a turbine, and the pressure and kinetic energy of the moving steam molecules push the blades, causing the turbine shaft to rotate. The thermal energy of the steam is thereby transferred to the mechanical rotation of the turbine.",claude-4.6-sonnet-thinking,12.3
HS-PS3-041,HS-PS3,HS-PS3-4,conceptual,Why does heat always flow from a hotter object to a cooler object and never the other way around on its own?,"Heat flows from hot to cold because thermal energy naturally spreads from regions of higher concentration to lower concentration, increasing the overall disorder (entropy) of the system. This one-directional flow is a fundamental consequence of the second law of thermodynamics.",claude-4.6-sonnet-thinking,9.08
HS-PS3-042,HS-PS3,HS-PS3-4,conceptual,Why do two objects in contact eventually reach the same temperature instead of one getting hotter and the other getting colder?,"Particles in the hotter object collide with particles in the cooler object and transfer kinetic energy until both objects have the same average kinetic energy, resulting in thermal equilibrium. At that point, energy transfer in both directions is equal, so no net flow occurs.",claude-4.6-sonnet-thinking,12.27
HS-PS3-043,HS-PS3,HS-PS3-4,conceptual,How does thermal energy become more 'uniformly distributed' when a hot and cold object are mixed in a closed system?,"As the hotter component loses energy and the cooler component gains energy, the temperature difference between them decreases over time. Eventually, energy is spread evenly among all particles in the system, achieving a state of maximum entropy and uniform energy distribution.",claude-4.6-sonnet-thinking,11.09
HS-PS3-044,HS-PS3,HS-PS3-4,conceptual,How does mixing hot and cold water result in a final temperature that is between the two starting temperatures?,"The hot water transfers thermal energy to the cold water through particle collisions until both reach thermal equilibrium. The final temperature depends on the masses and specific heats of the two water samples, and it will always fall between the original hot and cold temperatures.",claude-4.6-sonnet-thinking,9.83
HS-PS3-045,HS-PS3,HS-PS3-4,conceptual,Why does energy spreading out more evenly represent an increase in entropy?,"Entropy is a measure of the number of possible ways energy can be distributed among particles in a system. When energy is spread uniformly, there are far more possible arrangements of particle energies than when energy is concentrated in one place, making the uniform state more probable and higher in entropy.",claude-4.6-sonnet-thinking,10.72
HS-PS3-046,HS-PS3,HS-PS3-4,conceptual,How does the concept of a 'closed system' matter when studying thermal energy transfer between hot and cold objects?,"A closed system ensures that no energy enters or leaves during the investigation, so any change in one component's thermal energy must be balanced by an equal and opposite change in the other component. This allows scientists to directly observe energy redistribution without outside interference.",claude-4.6-sonnet-thinking,10.45
HS-PS3-047,HS-PS3,HS-PS3-5,conceptual,Why do two positive charges repel each other even when they are not physically touching?,"Each positive charge creates an electric field in the space around it. When two positive charges are near each other, each charge experiences a force from the other's electric field, and because the fields point in the same direction, the force pushes the charges apart.",claude-4.6-sonnet-thinking,9.93
HS-PS3-048,HS-PS3,HS-PS3-5,conceptual,How does doubling the distance between two charged objects affect the electric force between them?,"According to Coulomb's law, the electric force is inversely proportional to the square of the distance. Doubling the distance reduces the electric force to one-quarter of its original value.",claude-4.6-sonnet-thinking,9.14
HS-PS3-049,HS-PS3,HS-PS3-5,conceptual,How does the energy stored between two separated opposite charges change when an external force pulls them farther apart?,"Pulling opposite charges apart requires work against the attractive electric force between them, so the external force adds energy to the system. This increases the electric potential energy of the two-charge system.",claude-4.6-sonnet-thinking,11.69
HS-PS3-050,HS-PS3,HS-PS3-5,conceptual,Why is more energy required to bring two like charges very close together compared to a moderate distance apart?,"The repulsive electric force between like charges grows stronger as they get closer, following an inverse-square relationship. More work must be done against this increasing force to continue reducing the separation, so the electric potential energy rises steeply at short distances.",claude-4.6-sonnet-thinking,11.69
HS-PS3-051,HS-PS3,HS-PS3-5,conceptual,How does the orientation of a bar magnet inside an external magnetic field affect its potential energy?,A magnet has the lowest potential energy when it is aligned parallel to the external field (north pole pointing in the field direction) and the highest potential energy when it is anti-parallel. Changing orientation changes how much work the field has done on the magnet.,claude-4.6-sonnet-thinking,13.25
HS-PS3-052,HS-PS3,HS-PS3-5,conceptual,"Why can two magnets attract or repel each other without making contact, yet still transfer energy between them?","Each magnet creates a magnetic field that extends through space, and the other magnet experiences a force from that field. As the magnets move in response to those forces, work is done and energy is transferred between magnetic potential energy and kinetic energy without any physical contact.",claude-4.6-sonnet-thinking,10.44
HS-PS3-053,HS-PS3,HS-PS3-1,applied,"A 2 kg ball is dropped from a height of 5 m. If air resistance is negligible, what is the ball's kinetic energy just before it hits the ground?","Using conservation of energy, the kinetic energy equals the lost gravitational potential energy: KE = mgh = 2 × 9.8 × 5 = 98 J. All the potential energy converts to kinetic energy.",claude-4.6-sonnet-thinking,5.93
HS-PS3-054,HS-PS3,HS-PS3-1,applied,"A roller coaster car starts from rest at the top of a 40 m hill. If it loses 5,000 J to friction by the time it reaches the bottom, and its mass is 500 kg, what is its kinetic energy at the bottom?","The initial gravitational potential energy is mgh = 500 × 9.8 × 40 = 196,000 J. Subtracting the 5,000 J lost to friction gives a kinetic energy of 191,000 J at the bottom.",claude-4.6-sonnet-thinking,7.61
HS-PS3-055,HS-PS3,HS-PS3-1,applied,"A heater adds 1,200 J of thermal energy to a metal block, and the block loses 300 J to the surrounding air. What is the net change in the block's thermal energy?","The net change in the block's thermal energy is 1,200 J − 300 J = 900 J. The block's internal energy increases by 900 J.",claude-4.6-sonnet-thinking,6.51
HS-PS3-056,HS-PS3,HS-PS3-1,applied,A 60 W light bulb runs for 10 seconds and converts 400 J into light energy. How much energy is released as heat?,"The bulb uses 60 × 10 = 600 J of electrical energy total. Since 400 J becomes light, the remaining 600 − 400 = 200 J is released as heat.",claude-4.6-sonnet-thinking,5.83
HS-PS3-057,HS-PS3,HS-PS3-1,applied,"A 10 kg box is pushed up a ramp, gaining 490 J of gravitational potential energy. If 110 J of work was done against friction, how much total work was done on the box?",The total work done equals the energy stored plus the energy lost to friction: 490 + 110 = 600 J. This is the total mechanical work input to the system.,claude-4.6-sonnet-thinking,7.0
HS-PS3-058,HS-PS3,HS-PS3-1,applied,"A chemical reaction in a sealed container releases 2,000 J of chemical energy. The container's temperature rises, storing 1,500 J as thermal energy. How much energy left the container as heat?","Using energy conservation, the energy that left as heat equals 2,000 − 1,500 = 500 J. The remaining chemical energy flowed out of the system as thermal energy transfer.",claude-4.6-sonnet-thinking,9.76
HS-PS3-059,HS-PS3,HS-PS3-1,applied,"A 1,000 kg car moving at 20 m/s brakes to a stop. If the brakes absorb 180,000 J, how much energy was lost to the surrounding environment?","The car's initial kinetic energy is ½ × 1,000 × 20² = 200,000 J. Since the brakes absorb 180,000 J, the remaining 200,000 − 180,000 = 20,000 J is dissipated to the environment as heat and sound.",claude-4.6-sonnet-thinking,5.41
HS-PS3-060,HS-PS3,HS-PS3-2,applied,"A rubber band is stretched and then released to launch a small ball. Where is the energy stored just before release, and what form does it take just after the ball leaves the band?","Just before release, energy is stored as elastic potential energy in the stretched rubber band (related to the relative positions of its particles). Just after release, that energy has been converted into kinetic energy of the moving ball (related to the motion of the ball's particles).",claude-4.6-sonnet-thinking,5.27
HS-PS3-061,HS-PS3,HS-PS3-2,applied,"A book sits on a high shelf. If it falls to the floor, how does the total mechanical energy of the book-Earth system change, and how does the distribution between potential and kinetic energy shift during the fall?","The total mechanical energy stays approximately constant (ignoring air resistance). As the book falls, gravitational potential energy decreases while kinetic energy increases by the same amount, so the sum remains the same throughout the fall.",claude-4.6-sonnet-thinking,9.21
HS-PS3-062,HS-PS3,HS-PS3-2,applied,"A hot cup of coffee cools down to room temperature. In terms of particle motion, where does the thermal energy of the coffee go?","The thermal energy (kinetic energy of the coffee's rapidly moving molecules) transfers to the surrounding air and cup particles, speeding them up slightly. The coffee molecules slow down (lower average kinetic energy), which we detect as a drop in temperature.",claude-4.6-sonnet-thinking,5.81
HS-PS3-063,HS-PS3,HS-PS3-2,applied,"Two identical springs are compressed by different amounts — one by 2 cm and one by 4 cm. If both are released to launch identical balls, which ball will move faster and why?","The ball launched by the spring compressed 4 cm will move faster because more compression stores more elastic potential energy (greater displacement of particles from equilibrium), which converts into greater kinetic energy upon release.",claude-4.6-sonnet-thinking,6.88
HS-PS3-064,HS-PS3,HS-PS3-2,applied,"A pendulum swings back and forth. At which point in its swing does it have the greatest kinetic energy, and at which point does it have the greatest potential energy?","The pendulum has the greatest kinetic energy at the bottom of its swing, where it moves fastest, and the greatest gravitational potential energy at the top of each swing, where it is momentarily at rest at the highest position.",claude-4.6-sonnet-thinking,6.78
HS-PS3-065,HS-PS3,HS-PS3-2,applied,"When a car brakes suddenly and skids to a stop, where does the kinetic energy of the car go?","The kinetic energy is converted into thermal energy through friction between the tires and the road, causing both surfaces to heat up. This thermal energy represents increased kinetic energy of the microscopic particles in the tire and road materials.",claude-4.6-sonnet-thinking,7.35
HS-PS3-066,HS-PS3,HS-PS3-2,applied,A compressed gas in a piston is released and pushes the piston outward. How does the energy of the gas particles account for the piston moving?,"The gas particles have kinetic energy from their rapid motion and potential energy from their intermolecular interactions. As they collide with and push the piston, they transfer energy to it, converting microscopic particle energy into macroscopic kinetic energy of the moving piston.",claude-4.6-sonnet-thinking,7.18
HS-PS3-067,HS-PS3,HS-PS3-3,applied,"A student builds a rubber-band-powered car. If the student winds the rubber band more tightly before releasing it, how does that affect the car's performance and why?","Winding the rubber band more tightly stores more elastic potential energy in it. When released, more of that stored energy converts to kinetic energy, so the car moves faster and travels a greater distance.",claude-4.6-sonnet-thinking,7.59
HS-PS3-068,HS-PS3,HS-PS3-3,applied,"You design a solar-powered water pump for a science project. If you replace the small solar panel with a larger one on a sunny day, what happens to the pump's output and why?","A larger solar panel captures more radiant (light) energy and converts it into more electrical energy. This provides greater power to the pump motor, increasing the rate at which water is moved.",claude-4.6-sonnet-thinking,7.65
HS-PS3-069,HS-PS3,HS-PS3-3,applied,"A student builds a trebuchet (a type of catapult) to launch a ball. At what point in the launch does the energy conversion from potential to kinetic energy occur, and how would increasing the counterweight mass affect the launch?","Gravitational potential energy stored in the raised counterweight converts to kinetic energy of the projectile as the arm swings down and releases the ball. Increasing the counterweight mass stores more gravitational potential energy, resulting in a faster and farther launch.",claude-4.6-sonnet-thinking,9.87
HS-PS3-070,HS-PS3,HS-PS3-3,applied,"If you build a small wind turbine in class and the wind speed doubles, how does that affect the electrical energy output of your turbine?","Wind power is proportional to the cube of wind speed, so doubling wind speed can increase the available power by up to eight times. The turbine would generate significantly more electrical energy from the faster-moving air (kinetic energy).",claude-4.6-sonnet-thinking,10.68
HS-PS3-071,HS-PS3,HS-PS3-3,applied,"A student designs a hydroelectric model using a water-filled elevated tank flowing through a turbine. If the tank is raised higher, how does that change the energy conversion and the output?","Raising the tank increases the gravitational potential energy of the water. As the water falls from a greater height, it gains more kinetic energy before hitting the turbine, causing the turbine to spin faster and generate more electrical energy.",claude-4.6-sonnet-thinking,10.25
HS-PS3-072,HS-PS3,HS-PS3-3,applied,"You build a thermoelectric device that generates electricity when one side is heated and the other stays cool. If the temperature difference between the two sides is reduced, what happens to the electrical output?","A thermoelectric device converts thermal energy into electrical energy based on the temperature gradient between its two sides. Reducing the temperature difference decreases the driving force for the conversion, so less electrical energy is produced.",claude-4.6-sonnet-thinking,10.82
HS-PS3-073,HS-PS3,HS-PS3-3,applied,"If you build a mousetrap-powered vehicle and add wheels with less friction, how does this affect how far the car travels given the same stored spring energy?","Reducing friction means less mechanical energy is lost to heat between the wheels and the surface. More of the elastic potential energy stored in the mousetrap spring converts into useful kinetic energy, allowing the car to travel a greater distance.",claude-4.6-sonnet-thinking,11.55
HS-PS3-074,HS-PS3,HS-PS3-4,applied,"If you drop a hot metal spoon (80°C) into a cup of cold water (10°C) in an insulated container, what will happen to the temperatures of the spoon and the water over time?",The spoon will cool down and the water will warm up until both reach the same intermediate equilibrium temperature. Thermal energy transfers from the hotter spoon to the cooler water until energy is distributed more uniformly throughout the system.,claude-4.6-sonnet-thinking,13.73
HS-PS3-075,HS-PS3,HS-PS3-4,applied,"You mix 200 mL of water at 60°C with 200 mL of water at 20°C in an insulated pitcher. What final temperature would you predict, and why?","The final temperature would be approximately 40°C, the midpoint between the two starting temperatures. Because the masses and specific heats are equal, the heat lost by the hot water equals the heat gained by the cold water, resulting in an equal distribution of thermal energy.",claude-4.6-sonnet-thinking,5.85
HS-PS3-076,HS-PS3,HS-PS3-4,applied,"If you place a thermometer in a mixture of hot coffee and cold milk in a sealed, insulated thermos, what will the thermometer reading do over time?","The thermometer reading will rise initially if measuring the cooler milk, or fall if measuring the hotter coffee, until it stabilizes at a single equilibrium temperature. The final temperature represents a more uniform distribution of thermal energy throughout the mixture.",claude-4.6-sonnet-thinking,12.86
HS-PS3-077,HS-PS3,HS-PS3-4,applied,You put a cold metal can (5°C) into a warm room (25°C) that is perfectly insulated from the outside. What happens to the temperatures of the can and the room air over time?,"Thermal energy transfers from the warmer room air to the colder can, so the can warms up and the room air cools very slightly, until both reach the same equilibrium temperature. The final temperature will be very close to 25°C because the room's thermal mass is much larger than the can's.",claude-4.6-sonnet-thinking,6.94
HS-PS3-078,HS-PS3,HS-PS3-4,applied,"Two identical styrofoam cups — one holding hot tea at 90°C and one holding iced water at 0°C — are combined into a larger insulated container. Predict whether the final temperature will be closer to 0°C, 45°C, or 90°C, and explain why.","The final temperature will be approximately 45°C, roughly halfway between the two starting temperatures. Because the cups hold equal masses of water with the same specific heat, the energy lost by the hot tea equals the energy gained by the iced water, yielding an intermediate equilibrium.",claude-4.6-sonnet-thinking,10.8
HS-PS3-079,HS-PS3,HS-PS3-4,applied,"A student mixes a small cup (50 g) of very hot water at 80°C with a large bucket (500 g) of cool water at 20°C in an insulated container. Will the final temperature be closer to 80°C, 50°C, or 20°C?","The final temperature will be closest to 20°C, around 25°C. Because the bucket has ten times more mass, it requires far more energy to change its temperature, so the hot water's energy is spread across a much larger mass, resulting in only a small temperature increase.",claude-4.6-sonnet-thinking,8.44
HS-PS3-080,HS-PS3,HS-PS3-4,applied,"If you seal a hot iron nail and a cold glass of water in a perfectly insulated container, will the nail ever end up colder than the water?","No, the nail will never end up colder than the water in a closed insulated system. Thermal energy flows from the hotter nail to the cooler water until they reach the same equilibrium temperature, after which no net transfer occurs.",claude-4.6-sonnet-thinking,12.19
HS-PS3-081,HS-PS3,HS-PS3-5,applied,"If you bring two positively charged balloons close together, what happens to the electric potential energy of the system as they get closer?","The electric potential energy of the system increases as the like-charged balloons are brought closer together, because work must be done against the repulsive electric force between them.",claude-4.6-sonnet-thinking,12.88
HS-PS3-082,HS-PS3,HS-PS3-5,applied,A negative charge is released from rest near a positive charge. Describe what happens to the kinetic energy and potential energy of the system as the charges move toward each other.,"As the negative charge accelerates toward the positive charge, the electric potential energy of the system decreases and is converted into kinetic energy, so kinetic energy increases while potential energy decreases.",claude-4.6-sonnet-thinking,9.49
HS-PS3-083,HS-PS3,HS-PS3-5,applied,Two bar magnets are held with opposite poles facing each other and then released. How does the energy of the system change as they snap together?,"The magnetic potential energy of the system decreases and is converted into kinetic energy as the magnets accelerate toward each other, similar to how gravitational potential energy converts to kinetic energy during free fall.",claude-4.6-sonnet-thinking,6.27
HS-PS3-084,HS-PS3,HS-PS3-5,applied,"A proton is placed between two parallel charged plates with a uniform electric field pointing from positive to negative plate. If the proton moves from the positive plate toward the negative plate, what happens to its kinetic energy?","The proton's kinetic energy increases because the electric force acts in the same direction as its motion, doing positive work on the proton and converting electric potential energy into kinetic energy.",claude-4.6-sonnet-thinking,11.07
HS-PS3-085,HS-PS3,HS-PS3-5,applied,An electron moves toward a negatively charged metal plate. Predict what the electric field does to the electron before it reaches the plate.,"The electric field from the negatively charged plate points toward the plate (away from the surface outward for negative plate, actually the field points away from negative), so the field exerts a repulsive force on the electron, slowing it down and converting its kinetic energy back into electric potential energy.",claude-4.6-sonnet-thinking,7.88
HS-PS3-086,HS-PS3,HS-PS3-5,applied,"Two identical north magnetic poles are pushed toward each other. As the distance between them decreases, how does the force on each pole change, and what happens to the energy stored in the magnetic field?","The repulsive magnetic force between the two north poles increases as the distance decreases, and the energy stored in the magnetic field increases as work is done to push them together against the repulsive force.",claude-4.6-sonnet-thinking,8.43
HS-PS4-001,HS-PS4,HS-PS4-1,recall,"What is the mathematical equation that relates the speed, frequency, and wavelength of a wave?","The wave speed equation is v = fλ, where v is the wave speed, f is the frequency, and λ (lambda) is the wavelength.",claude-4.6-sonnet-thinking,9.93
HS-PS4-002,HS-PS4,HS-PS4-1,recall,What is the mathematical relationship between the period and frequency of a wave?,Period (T) and frequency (f) are reciprocals of each other: T = 1/f. A higher frequency means a shorter period.,claude-4.6-sonnet-thinking,12.17
HS-PS4-003,HS-PS4,HS-PS4-1,recall,"If the speed of a wave remains constant and its frequency increases, what happens to its wavelength?","If wave speed is constant and frequency increases, the wavelength decreases proportionally, because v = fλ means frequency and wavelength are inversely related at constant speed.",claude-4.6-sonnet-thinking,8.39
HS-PS4-004,HS-PS4,HS-PS4-2,recall,What is an analog signal?,"An analog signal is a continuous signal that varies smoothly over time and can take any value within a range, like the varying voltage in a traditional telephone line.",claude-4.6-sonnet-thinking,5.24
HS-PS4-005,HS-PS4,HS-PS4-2,recall,What is error correction in digital transmission?,"Error correction is a technique used in digital communication that detects and fixes errors introduced during data transmission, helping ensure the received information matches the original.",claude-4.6-sonnet-thinking,10.74
HS-PS4-006,HS-PS4,HS-PS4-2,recall,Why are digital signals less affected by noise than analog signals during transmission?,"Because digital signals only use two states (0 and 1), small amounts of noise do not change the interpretation of the signal; as long as the signal is recognizable as a 0 or 1, the information is preserved perfectly.",claude-4.6-sonnet-thinking,11.26
HS-PS4-007,HS-PS4,HS-PS4-2,recall,What is bandwidth in the context of information transmission?,"Bandwidth is the maximum rate at which data can be transmitted over a communication channel, typically measured in bits per second (bps).",claude-4.6-sonnet-thinking,8.9
HS-PS4-008,HS-PS4,HS-PS4-3,recall,What does the wave model of light describe that the particle model cannot easily explain?,"The wave model explains behaviors such as diffraction and interference, where light bends around obstacles and waves overlap to create patterns of constructive and destructive interference.",claude-4.6-sonnet-thinking,9.14
HS-PS4-009,HS-PS4,HS-PS4-3,recall,What is the photoelectric effect?,The photoelectric effect is the emission of electrons from a material when light of sufficient frequency shines on it. It is best explained using the particle (photon) model of light.,claude-4.6-sonnet-thinking,9.96
HS-PS4-010,HS-PS4,HS-PS4-3,recall,What is the relationship between the frequency and energy of a photon?,"The energy of a photon is directly proportional to its frequency, expressed by the equation E = hf, where h is Planck's constant and f is the frequency.",claude-4.6-sonnet-thinking,9.74
HS-PS4-011,HS-PS4,HS-PS4-3,recall,What are the two main models used to describe electromagnetic radiation?,"Electromagnetic radiation is described by the wave model, which treats light as an oscillating electric and magnetic field, and the particle model, which treats light as discrete packets of energy called photons.",claude-4.6-sonnet-thinking,11.23
HS-PS4-012,HS-PS4,HS-PS4-4,recall,What does it mean for electromagnetic radiation to be 'absorbed' by matter?,"When electromagnetic radiation is absorbed by matter, the energy of the radiation is transferred to the atoms or molecules of that material, rather than passing through or reflecting off it.",claude-4.6-sonnet-thinking,10.72
HS-PS4-013,HS-PS4,HS-PS4-5,recall,What property of a wave determines its color in visible light?,"The frequency (or equivalently, the wavelength) of a light wave determines its color; higher frequencies correspond to violet light and lower frequencies correspond to red light.",claude-4.6-sonnet-thinking,8.01
HS-PS4-014,HS-PS4,HS-PS4-5,recall,What does a photodetector do in a fiber-optic communication system?,"A photodetector converts the light pulses traveling through an optical fiber into electrical signals, allowing the transmitted information to be decoded and used by electronic devices.",claude-4.6-sonnet-thinking,13.09
HS-PS4-015,HS-PS4,HS-PS4-5,recall,"What is the principle of total internal reflection, and why is it important in fiber optics?",Total internal reflection occurs when light traveling inside a denser medium hits the boundary at an angle greater than the critical angle and reflects entirely back inside the medium; this principle keeps light signals bouncing along the inside of optical fibers without escaping.,claude-4.6-sonnet-thinking,10.56
HS-PS4-016,HS-PS4,HS-PS4-5,recall,What type of electromagnetic wave does a cell phone use to transmit information wirelessly?,Cell phones use radio waves (specifically in the microwave frequency range) to transmit and receive information wirelessly between the phone and nearby cell towers.,claude-4.6-sonnet-thinking,10.94
HS-PS4-017,HS-PS4,HS-PS4-5,recall,What is the role of a antenna in a radio or television receiver?,An antenna captures incoming radio waves and converts their oscillating electromagnetic energy into an electrical signal that can be processed and decoded to reproduce sound or images.,claude-4.6-sonnet-thinking,9.45
