area,standard,question_type,question,reason,round
HS-ESS1,HS-ESS1-4,applied,"Using Newton's version of Kepler's third law, if you know the orbital period and average orbital radius of one of Jupiter's moons, what property of Jupiter can you calculate?",fk_grade=16.5_out_of_band,1
HS-ESS1,HS-ESS1-5,applied,"Given that oceanic crust is continuously recycled at subduction zones, why are the oldest rocks on Earth found on the continents rather than on the ocean floor?",fk_grade=14.2_out_of_band,1
HS-ESS1,HS-ESS1-5,applied,"If rock samples from a mountain range in Africa and a matching mountain range in South America show nearly identical ages and mineral compositions, how does plate tectonics explain this observation?",fk_grade=17.8_out_of_band,1
HS-ESS1,HS-ESS1-5,applied,"At a subduction zone where an oceanic plate dives beneath a continental plate, what would you predict about the relative ages of rocks on the deep ocean floor compared to rocks near the trench, and why?",fk_grade=15.5_out_of_band,1
HS-ESS1,HS-ESS1-6,applied,"If a chondritic meteorite is found to contain the same ratio of isotopes as those measured in Earth's mantle rocks, what conclusion can be drawn about the relationship between meteorites and Earth's formation?",fk_grade=17.3_out_of_band,1
HS-ESS2,HS-ESS2-1,recall,What is a subduction zone?,fk_grade=2.9_out_of_band,1
HS-ESS2,HS-ESS2-1,recall,What are the three main layers of Earth's interior?,fk_grade=5.0_out_of_band,1
HS-ESS2,HS-ESS2-1,recall,What drives the movement of tectonic plates?,fk_grade=4.0_out_of_band,1
HS-ESS2,HS-ESS2-1,recall,What is an abyssal plain?,fk_grade=-1.8_out_of_band,1
HS-ESS2,HS-ESS2-2,recall,What is a feedback loop in the context of Earth's systems?,fk_grade=3.7_out_of_band,1
HS-ESS2,HS-ESS2-2,recall,What is albedo?,fk_grade=1.3_out_of_band,1
HS-ESS2,HS-ESS2-2,recall,What is permafrost?,fk_grade=1.3_out_of_band,1
HS-ESS2,HS-ESS2-2,recall,What is the ice-albedo feedback?,fk_grade=2.9_out_of_band,1
HS-ESS2,HS-ESS2-2,recall,What is a negative feedback loop in Earth's systems?,fk_grade=5.0_out_of_band,1
HS-ESS2,HS-ESS2-3,recall,What is the state of matter of Earth's mantle?,fk_grade=2.3_out_of_band,1
HS-ESS2,HS-ESS2-3,recall,What are convection cells in the context of Earth's mantle?,fk_grade=4.8_out_of_band,1
HS-ESS2,HS-ESS2-3,recall,What is the asthenosphere?,fk_grade=3.7_out_of_band,1
HS-ESS2,HS-ESS2-4,recall,What is the greenhouse effect?,fk_grade=2.9_out_of_band,1
HS-ESS2,HS-ESS2-4,recall,What is albedo?,fk_grade=1.3_out_of_band,1
HS-ESS2,HS-ESS2-4,recall,What are Milankovitch cycles?,fk_grade=3.7_out_of_band,1
HS-ESS2,HS-ESS2-4,recall,What is a climate feedback loop?,fk_grade=2.5_out_of_band,1
HS-ESS2,HS-ESS2-4,recall,What are greenhouse gases?,fk_grade=3.7_out_of_band,1
HS-ESS2,HS-ESS2-5,recall,What is surface tension in water?,fk_grade=4.5_out_of_band,1
HS-ESS2,HS-ESS2-7,recall,"What is the term for the proposed period in Earth's history when glaciers covered most of the planet's surface, thought to be influenced by changes in atmospheric composition and life?",fk_grade=15.0_out_of_band,1
HS-ESS2,HS-ESS2-1,conceptual,How does seafloor spreading cause the ocean floor to widen?,fk_grade=3.7_out_of_band,1
HS-ESS2,HS-ESS2-1,conceptual,Why do mountain ranges take millions of years to form?,fk_grade=3.7_out_of_band,1
HS-ESS2,HS-ESS2-2,conceptual,How does widespread deforestation in tropical regions contribute to increased carbon dioxide levels in the atmosphere?,fk_grade=15.0_out_of_band,1
HS-ESS2,HS-ESS2-5,conceptual,"Why does water expand when it freezes, and how does this affect rocks?",fk_grade=4.9_out_of_band,1
HS-ESS2,HS-ESS2-7,conceptual,How do major glaciation events illustrate the way changes in Earth's physical systems can drive evolutionary change in living organisms?,fk_grade=15.8_out_of_band,1
HS-ESS2,HS-ESS2-1,applied,"If a continent experiences extensive erosion over tens of millions of years, where would you predict much of that eroded sediment eventually ends up?",fk_grade=15.9_out_of_band,1
HS-ESS2,HS-ESS2-1,applied,"If geologists find deep-sea trenches running parallel to a chain of coastal volcanoes, what does this tell you about the tectonic process operating at that boundary?",fk_grade=15.0_out_of_band,1
HS-ESS2,HS-ESS2-2,applied,"If permafrost in Siberia continues to thaw because of rising global temperatures, how could that change accelerate climate warming even further?",fk_grade=14.5_out_of_band,1
HS-ESS2,HS-ESS2-2,applied,"If global warming causes mountain glaciers to retreat significantly, how would that change affect river water supply for communities downstream during summer months?",fk_grade=15.4_out_of_band,1
HS-ESS2,HS-ESS2-3,applied,"If you model Earth's mantle as a pot of thick soup being heated on a stove, where in the pot would you expect the hottest material to be, and where would the coolest material be?",fk_grade=14.2_out_of_band,1
HS-ESS2,HS-ESS2-3,applied,"If scientists discovered that the temperature difference between Earth's core and mantle decreased significantly, how would that change the speed of mantle convection?",fk_grade=14.4_out_of_band,1
HS-ESS2,HS-ESS2-4,applied,"If a large volcanic eruption injects sulfur dioxide into the stratosphere, what would happen to global average temperatures in the following months and why?",fk_grade=14.9_out_of_band,1
HS-ESS2,HS-ESS2-4,applied,"If deforestation replaced large areas of dark tropical forest with lighter-colored cropland, how would that alter the local and regional energy balance?",fk_grade=15.5_out_of_band,1
HS-ESS2,HS-ESS2-6,applied,A power plant burns coal (a geosphere carbon store) for 50 years. How does this shift carbon between Earth's four spheres?,fk_grade=3.1_out_of_band,1
HS-ESS2,HS-ESS2-7,applied,"Nitrogen-fixing bacteria convert atmospheric nitrogen (N₂) into forms that plants can use. If these bacteria had never evolved, how would you predict the productivity of terrestrial ecosystems and the composition of soils would differ from today?",fk_grade=14.7_out_of_band,1
HS-ESS3,HS-ESS3-1,recall,"What are fossil fuels, and how did they form?",fk_grade=2.3_out_of_band,1
HS-ESS3,HS-ESS3-1,recall,What is an aquifer?,fk_grade=3.7_out_of_band,1
HS-ESS3,HS-ESS3-1,recall,What is the Richter scale used to measure?,fk_grade=2.3_out_of_band,1
HS-ESS3,HS-ESS3-1,recall,What is desertification?,fk_grade=17.0_out_of_band,1
HS-ESS3,HS-ESS3-2,recall,What is a cost-benefit ratio in the context of evaluating energy resource design solutions?,fk_grade=15.2_out_of_band,1
HS-ESS3,HS-ESS3-2,recall,"What is strip mining, and what is it primarily used for?",fk_grade=4.8_out_of_band,1
HS-ESS3,HS-ESS3-2,recall,"What is energy efficiency, and why is it relevant to evaluating energy resource solutions?",fk_grade=15.2_out_of_band,1
HS-ESS3,HS-ESS3-3,recall,What is biodiversity?,fk_grade=17.0_out_of_band,1
HS-ESS3,HS-ESS3-3,recall,What is a keystone species?,fk_grade=2.9_out_of_band,1
HS-ESS3,HS-ESS3-3,recall,What is the purpose of a computational simulation in studying natural resource management?,fk_grade=14.9_out_of_band,1
HS-ESS3,HS-ESS3-4,recall,What is phytoremediation?,fk_grade=17.0_out_of_band,1
HS-ESS3,HS-ESS3-5,recall,What is a global climate model (GCM)?,fk_grade=4.0_out_of_band,1
HS-ESS3,HS-ESS3-5,recall,"What does 'sea level rise' refer to, and what are its two main causes?",fk_grade=4.2_out_of_band,1
HS-ESS3,HS-ESS3-5,recall,"What is the albedo effect, and how does it relate to climate change?",fk_grade=4.9_out_of_band,1
HS-ESS3,HS-ESS3-6,recall,What is a feedback loop in the context of Earth systems?,fk_grade=3.7_out_of_band,1
HS-ESS3,HS-ESS3-6,recall,What is the greenhouse effect?,fk_grade=2.9_out_of_band,1
HS-ESS3,HS-ESS3-6,recall,What does the term 'carbon cycle' refer to?,fk_grade=3.8_out_of_band,1
HS-ESS3,HS-ESS3-6,recall,What does the term 'albedo' mean in Earth science?,fk_grade=2.3_out_of_band,1
HS-ESS3,HS-ESS3-6,recall,What human activity is most responsible for increasing the concentration of carbon dioxide in Earth's atmosphere?,fk_grade=15.0_out_of_band,1
HS-ESS3,HS-ESS3-1,conceptual,Why did early civilizations develop agriculture in regions with predictable seasonal climates rather than in areas with highly variable weather patterns?,fk_grade=19.0_out_of_band,1
HS-ESS3,HS-ESS3-1,conceptual,Why do regions rich in fossil fuel deposits tend to experience rapid economic development and population growth?,fk_grade=15.3_out_of_band,1
HS-ESS3,HS-ESS3-1,conceptual,Why have rising global temperatures caused some Arctic communities to relocate away from their traditional coastal settlements?,fk_grade=14.6_out_of_band,1
HS-ESS3,HS-ESS3-1,conceptual,How does the availability of mineral resources like iron ore and coal explain the historical location of industrial cities?,fk_grade=16.0_out_of_band,1
HS-ESS3,HS-ESS3-1,conceptual,How does the threat of hurricanes influence population distribution and infrastructure investment along coastal areas?,fk_grade=17.0_out_of_band,1
HS-ESS3,HS-ESS3-2,conceptual,Why do engineers use cost-benefit ratios when comparing different energy resource designs?,fk_grade=15.6_out_of_band,1
HS-ESS3,HS-ESS3-2,conceptual,How do long-term environmental cleanup costs affect the overall cost-benefit analysis of fossil fuel extraction?,fk_grade=17.0_out_of_band,1
HS-ESS3,HS-ESS3-2,conceptual,Why might a renewable energy solution have a high upfront cost but still win a cost-benefit comparison over a fossil fuel solution?,fk_grade=15.0_out_of_band,1
HS-ESS3,HS-ESS3-2,conceptual,How does the concept of externalities explain why market prices alone can be misleading when evaluating energy resource designs?,fk_grade=15.4_out_of_band,1
HS-ESS3,HS-ESS3-2,conceptual,How does recycling and reusing mineral resources change the cost-benefit ratio of developing new mining operations?,fk_grade=17.9_out_of_band,1
HS-ESS3,HS-ESS3-2,conceptual,Why do subsidies given to certain energy industries make it harder to accurately compare the true cost-benefit ratios of competing energy designs?,fk_grade=17.1_out_of_band,1
HS-ESS3,HS-ESS3-2,conceptual,How does the lifespan or durability of an energy infrastructure design influence its cost-benefit ratio?,fk_grade=16.2_out_of_band,1
HS-ESS3,HS-ESS3-2,conceptual,Why does water usage factor into the cost-benefit analysis of energy extraction methods like fracking or nuclear power?,fk_grade=15.7_out_of_band,1
HS-ESS3,HS-ESS3-3,conceptual,How does managing groundwater withdrawal rates help sustain both human populations and local biodiversity?,fk_grade=16.0_out_of_band,1
HS-ESS3,HS-ESS3-3,conceptual,Why do computational simulations help scientists predict the long-term effects of natural resource management decisions better than simple observations alone?,fk_grade=18.8_out_of_band,1
HS-ESS3,HS-ESS3-3,conceptual,How does maintaining biodiversity in agricultural landscapes help sustain long-term food production for human populations?,fk_grade=17.8_out_of_band,1
HS-ESS3,HS-ESS3-3,conceptual,Why does a growing human population tend to increase pressure on natural resources even if individual consumption stays the same?,fk_grade=14.6_out_of_band,1
HS-ESS3,HS-ESS3-3,conceptual,How does establishing protected wildlife reserves contribute to the sustainability of human populations in surrounding areas?,fk_grade=18.7_out_of_band,1
HS-ESS3,HS-ESS3-3,conceptual,Why does reducing pollution from agricultural runoff help maintain biodiversity in freshwater ecosystems?,fk_grade=19.4_out_of_band,1
HS-ESS3,HS-ESS3-3,conceptual,How does overpopulation of a single species due to the removal of its natural predators affect the overall biodiversity of an ecosystem?,fk_grade=17.7_out_of_band,1
HS-ESS3,HS-ESS3-3,conceptual,Why is it important to include feedback loops in a computational model that simulates the relationship between resource use and population sustainability?,fk_grade=17.7_out_of_band,1
HS-ESS3,HS-ESS3-4,conceptual,Why do green roofs help reduce the urban heat island effect?,fk_grade=4.8_out_of_band,1
HS-ESS3,HS-ESS3-4,conceptual,How do constructed wetlands reduce water pollution from agricultural runoff?,fk_grade=14.3_out_of_band,1
HS-ESS3,HS-ESS3-4,conceptual,How does replacing asphalt parking lots with permeable pavement reduce the impact of urban development on groundwater systems?,fk_grade=14.4_out_of_band,1
HS-ESS3,HS-ESS3-4,conceptual,Why does installing scrubbers in industrial smokestacks help protect natural ecosystems downwind of a facility?,fk_grade=15.4_out_of_band,1
HS-ESS3,HS-ESS3-5,conceptual,Why do scientists use computer climate models instead of just relying on historical weather records to forecast future climate change?,fk_grade=14.0_out_of_band,1
HS-ESS3,HS-ESS3-1,applied,"If global average temperatures continue to rise and glaciers in high mountain regions melt significantly, how would you predict this would affect agricultural communities in valleys that depend on glacier-fed rivers for irrigation?",fk_grade=19.4_out_of_band,1
HS-ESS3,HS-ESS3-1,applied,"Nomadic herding societies in sub-Saharan Africa traditionally move their livestock across large areas seasonally. If prolonged climate change causes the Sahara Desert to expand southward, how would this affect those communities' migration patterns?",fk_grade=15.9_out_of_band,1
HS-ESS3,HS-ESS3-2,applied,"A coastal city is considering tidal energy versus natural gas to meet electricity demand. Natural gas is reliable but emits CO₂, while tidal energy is emissions-free but only generates power during tidal cycles. How does this reliability difference affect the cost-benefit comparison?",fk_grade=15.2_out_of_band,1
HS-ESS3,HS-ESS3-2,applied,"A mining company can extract lithium using water-intensive brine evaporation in a desert region or use a newer, more expensive hard-rock extraction method. If the region already faces water scarcity, which method would a cost-benefit analysis likely favor?",fk_grade=15.7_out_of_band,1
HS-ESS3,HS-ESS3-3,applied,"If a computational simulation shows that a fishing community harvests cod at twice the fish's reproduction rate, what does the model predict will happen to the cod population over time?",fk_grade=17.0_out_of_band,1
HS-ESS3,HS-ESS3-3,applied,"In a simulation of a forest ecosystem, if logging removes 80% of old-growth trees, what would the model likely show happening to species that depend on old-growth habitat?",fk_grade=15.1_out_of_band,1
HS-ESS3,HS-ESS3-3,applied,"If a computational model shows that introducing a nature reserve protecting 30% of a grassland increases pollinator populations, what would the simulation likely predict for crop yields in surrounding farmland?",fk_grade=19.3_out_of_band,1
HS-ESS3,HS-ESS3-3,applied,"A simulation models sustainable versus unsustainable cattle grazing on a savanna. If cattle density exceeds the land's carrying capacity, what does the model predict will happen to plant biodiversity?",fk_grade=15.3_out_of_band,1
HS-ESS3,HS-ESS3-3,applied,"In a simulation where a government implements rotational crop farming instead of monoculture, how would the model predict soil nutrient levels and insect biodiversity to change over 20 years?",fk_grade=18.1_out_of_band,1
HS-ESS3,HS-ESS3-3,applied,"If a simulation models the removal of a keystone predator like wolves from a forest ecosystem, what would the model predict happens to vegetation and overall biodiversity?",fk_grade=18.1_out_of_band,1
HS-ESS3,HS-ESS3-4,applied,"A mining company installs acid mine drainage treatment ponds that use limestone to neutralize runoff before it reaches a nearby watershed. If the limestone treatment is only partially effective and pH remains at 5 instead of reaching 7, predict what effect the remaining acidity would still have on fish populations downstream.",fk_grade=14.9_out_of_band,1
HS-ESS3,HS-ESS3-4,applied,A chemical plant installs closed-loop cooling water recycling instead of drawing fresh water from and discharging heated water back into a nearby river. How does this technological refinement protect the river's aquatic ecosystem?,fk_grade=14.4_out_of_band,1
HS-ESS3,HS-ESS3-5,applied,"If global average temperatures rise by 2°C above pre-industrial levels, what does climate model data predict will happen to Arctic sea ice extent by the end of the century?",fk_grade=15.3_out_of_band,1
HS-ESS3,HS-ESS3-5,applied,"If a region's precipitation data shows a 20% decrease over the past 50 years and climate models project this trend to continue, what impact would you predict for that region's freshwater availability?",fk_grade=17.2_out_of_band,1
HS-ESS3,HS-ESS3-5,applied,"If climate model outputs show that a specific region will experience a 15% increase in average annual temperature by 2100, how would you predict this will affect the timing of seasonal events like plant flowering or animal migration?",fk_grade=19.7_out_of_band,1
HS-ESS3,HS-ESS3-6,applied,"If a computational model shows that deforestation in the Amazon increases atmospheric CO₂ levels, what effect would you predict this change would have on global average temperatures?",fk_grade=17.2_out_of_band,1
HS-ESS3,HS-ESS3-6,applied,"If you use a carbon cycle simulation and double the rate of fossil fuel combustion, how would the model predict atmospheric CO₂ concentrations to change over the next 50 years compared to the baseline scenario?",fk_grade=18.0_out_of_band,1
HS-ESS3,HS-ESS3-6,applied,"If an Earth system model shows that widespread urbanization increases the urban heat island effect, how would this change affect local energy consumption predictions for cooling buildings in summer?",fk_grade=16.9_out_of_band,1
HS-ETS1,HS-ETS1-1,recall,What does the term 'feasibility' mean when evaluating engineering solutions?,fk_grade=15.4_out_of_band,1
HS-ETS1,HS-ETS1-2,recall,What is a 'design criterion' (criteria) in engineering?,fk_grade=14.1_out_of_band,1
HS-ETS1,HS-ETS1-2,recall,What does the term 'feasibility' mean when evaluating an engineering solution?,fk_grade=14.4_out_of_band,1
HS-ETS1,HS-ETS1-2,recall,"What is a 'cause-and-effect' relationship, and why is it important when diagnosing an engineering problem?",fk_grade=14.6_out_of_band,1
HS-ETS1,HS-ETS1-3,recall,What does 'reliability' mean when evaluating an engineering solution?,fk_grade=18.1_out_of_band,1
HS-ETS1,HS-ETS1-3,recall,What is a 'prioritized criterion' in engineering design evaluation?,fk_grade=18.1_out_of_band,1
HS-ETS1,HS-ETS1-3,recall,What is an 'environmental impact' in the context of evaluating engineering solutions?,fk_grade=15.6_out_of_band,1
HS-ETS1,HS-ETS1-4,recall,What is the purpose of running multiple iterations of a computer simulation when testing an engineering solution?,fk_grade=15.3_out_of_band,1
HS-ETS1,HS-ETS1-4,recall,Why are computer simulations especially useful for modeling complex real-world engineering problems?,fk_grade=17.6_out_of_band,1
HS-ETS1,HS-ETS1-1,conceptual,Why is it important to distinguish between qualitative and quantitative criteria when defining an engineering solution?,fk_grade=17.9_out_of_band,1
HS-ETS1,HS-ETS1-1,conceptual,How does considering societal needs differ from considering societal wants in engineering design?,fk_grade=16.7_out_of_band,1
HS-ETS1,HS-ETS1-1,conceptual,Why is it necessary to involve stakeholders when specifying criteria and constraints for a solution to a global challenge?,fk_grade=14.2_out_of_band,1
HS-ETS1,HS-ETS1-1,conceptual,Why must engineers consider long-term societal impacts when setting criteria for solutions to global challenges?,fk_grade=16.2_out_of_band,1
HS-ETS1,HS-ETS1-1,conceptual,Why is safety typically treated as a non-negotiable constraint rather than just one criterion among many in engineering design?,fk_grade=14.2_out_of_band,1
HS-ETS1,HS-ETS1-1,conceptual,How does economic feasibility function as a constraint when designing solutions to global challenges?,fk_grade=15.2_out_of_band,1
HS-ETS1,HS-ETS1-1,conceptual,Why is it important to express criteria quantitatively whenever possible rather than leaving them vague or qualitative?,fk_grade=16.0_out_of_band,1
HS-ETS1,HS-ETS1-1,conceptual,How does identifying a global challenge as an engineering problem—rather than just a social or political problem—change how solutions are developed?,fk_grade=16.2_out_of_band,1
HS-ETS1,HS-ETS1-1,conceptual,Why do environmental impact requirements often function as both criteria and constraints in engineering design for global challenges?,fk_grade=16.3_out_of_band,1
HS-ETS1,HS-ETS1-2,conceptual,Why is it important to clearly define the criteria for success before breaking a complex engineering problem into smaller parts?,fk_grade=14.0_out_of_band,1
HS-ETS1,HS-ETS1-2,conceptual,How does prioritizing sub-problems based on their importance or difficulty improve the overall engineering design process?,fk_grade=16.5_out_of_band,1
HS-ETS1,HS-ETS1-2,conceptual,Why is it necessary to revisit and redefine sub-problems when new information is discovered during the design process?,fk_grade=14.4_out_of_band,1
HS-ETS1,HS-ETS1-3,conceptual,Why is it important to prioritize criteria before evaluating competing engineering solutions?,fk_grade=20.6_out_of_band,1
HS-ETS1,HS-ETS1-3,conceptual,Why might a solution that is technically superior still be rejected during evaluation?,fk_grade=14.9_out_of_band,1
HS-ETS1,HS-ETS1-3,conceptual,How do environmental impacts factor into the evaluation of an engineering solution?,fk_grade=16.6_out_of_band,1
HS-ETS1,HS-ETS1-3,conceptual,How can cultural considerations affect which engineering solution is chosen for a community?,fk_grade=15.8_out_of_band,1
HS-ETS1,HS-ETS1-3,conceptual,Why is it useful to create a decision matrix when comparing multiple engineering solutions against prioritized criteria?,fk_grade=17.4_out_of_band,1
HS-ETS1,HS-ETS1-3,conceptual,How does aesthetic appeal function as a legitimate engineering criterion rather than just a personal preference?,fk_grade=15.7_out_of_band,1
HS-ETS1,HS-ETS1-3,conceptual,Why is it necessary to involve diverse stakeholders when defining and prioritizing the criteria used to evaluate a solution?,fk_grade=16.7_out_of_band,1
HS-ETS1,HS-ETS1-3,conceptual,How does a solution's potential social impact become a trade-off against its technical or economic performance?,fk_grade=14.3_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,Why do engineers use computer simulations instead of always building physical prototypes to test solutions?,fk_grade=14.6_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,How does a computer simulation help engineers evaluate whether a solution meets multiple criteria and constraints at the same time?,fk_grade=15.2_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,Why is it important to validate a computer simulation against real-world data before using it to make engineering decisions?,fk_grade=16.0_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,How does modeling 'interactions between systems' in a simulation help engineers solve complex real-world problems?,fk_grade=14.6_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,Why can changing one variable in a complex simulation sometimes cause unexpected results in a completely different part of the system?,fk_grade=14.5_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,How does increasing the number of constraints in a simulation model make finding an optimal engineering solution more difficult?,fk_grade=14.8_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,How does running many simulation trials with varied inputs help engineers understand the reliability of a proposed solution?,fk_grade=16.3_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,Why is it necessary to define clear criteria and constraints before building a computer simulation of an engineering problem?,fk_grade=15.4_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,"How does a simulation help engineers understand trade-offs between competing design criteria, such as cost versus performance?",fk_grade=15.3_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,"Why can't engineers simply rely on mathematical equations alone, without simulation software, to solve most complex real-world engineering problems?",fk_grade=17.9_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,"How does a computer simulation allow engineers to test the impact of rare or extreme conditions, such as earthquakes or power surges, on a proposed design?",fk_grade=14.1_out_of_band,1
HS-ETS1,HS-ETS1-4,conceptual,Why does refining a simulation model by adding more detail generally improve its accuracy but also increase the time needed to run it?,fk_grade=14.4_out_of_band,1
HS-ETS1,HS-ETS1-1,applied,"Engineers designing solar-powered desalination plants for a coastal desert community list two criteria: (1) must produce at least 1,000 liters of fresh water per day, and (2) must be operated by people with no engineering training. If a prototype produces 1,200 liters daily but requires expert technicians to run, does it meet both criteria?",fk_grade=16.4_out_of_band,1
HS-ETS1,HS-ETS1-1,applied,A team is addressing the global challenge of antibiotic-resistant bacteria in hospitals. They specify a constraint that any new sterilization technology must not damage standard medical equipment. How would an engineer use this constraint when evaluating an ultraviolet light sterilization system versus a chemical vapor system?,fk_grade=15.5_out_of_band,1
HS-ETS1,HS-ETS1-1,applied,"Engineers addressing global hunger propose a drought-tolerant crop irrigation drone system and list a safety constraint that drones must not fly above 50 meters over populated farmland. If a proposed drone design requires flying at 80 meters for accurate sensor readings, what must the engineers do?",fk_grade=14.2_out_of_band,1
HS-ETS1,HS-ETS1-2,applied,"If a city wants to reduce traffic congestion and breaks the problem into sub-problems, which sub-problem should engineers solve before designing new roads: analyzing current traffic flow patterns or selecting road construction materials?",fk_grade=19.4_out_of_band,1
HS-ETS1,HS-ETS1-2,applied,"Students designing a flood-warning system for a school break the problem into sensor selection, data transmission, and alert notification. If they solve the sensor sub-problem by choosing highly accurate water-level sensors, how does that influence the data transmission sub-problem?",fk_grade=15.0_out_of_band,1
HS-ETS1,HS-ETS1-2,applied,"A student breaks the problem of designing a reusable water bottle into sub-problems: leak prevention, insulation, and ease of cleaning. If the insulation sub-problem is solved by using a double-wall vacuum layer, how does that solution constrain the ease-of-cleaning sub-problem?",fk_grade=14.6_out_of_band,1
HS-ETS1,HS-ETS1-2,applied,"A high school team designing an air quality monitor for classrooms identifies sensor accuracy, power supply, and data display as sub-problems. If the power supply sub-problem is solved by requiring a wall outlet, how does that solution limit the data display sub-problem?",fk_grade=14.2_out_of_band,1
HS-ETS1,HS-ETS1-2,applied,"A team designing a packaging system to ship fragile items sustainably breaks the problem into cushioning material selection, box structural strength, and recyclability. If they solve the recyclability sub-problem by choosing corrugated cardboard for cushioning, how does that affect the cushioning sub-problem?",fk_grade=16.8_out_of_band,1
HS-ETS1,HS-ETS1-3,applied,"An engineer proposes using a lightweight plastic casing for a medical device because it reduces manufacturing cost, but the plastic degrades faster than metal under sterilization. How should the trade-off between cost and reliability be evaluated here?",fk_grade=15.5_out_of_band,1
HS-ETS1,HS-ETS1-3,applied,"Two car frame materials are being compared: aluminum (lighter, better fuel economy, more expensive to repair) and steel (heavier, worse fuel economy, cheaper to repair). If the primary criterion is minimizing lifetime operating cost for the consumer, which material is likely preferable?",fk_grade=17.3_out_of_band,1
HS-ETS1,HS-ETS1-3,applied,"An architect proposes a visually stunning glass skyscraper, but energy analysis shows it will require three times the heating and cooling costs of a conventional building. If energy efficiency is ranked as a high-priority criterion, how should this affect the design evaluation?",fk_grade=15.6_out_of_band,1
HS-ETS1,HS-ETS1-4,applied,"If you use a traffic flow simulation to test a proposed new highway interchange, what kind of system interactions would the simulation need to model to evaluate whether the design reduces congestion?",fk_grade=17.9_out_of_band,1
HS-ETS1,HS-ETS1-4,applied,"When simulating a proposed wind farm layout, if moving turbines closer together increases total power output in the simulation but also increases turbine wear, how should engineers use that result?",fk_grade=17.7_out_of_band,1
HS-ETS1,HS-ETS1-4,applied,"If a simulation of a new urban bike lane network predicts reduced car traffic but also shows increased pedestrian-cyclist conflicts at intersections, what should the design team do next?",fk_grade=15.3_out_of_band,1
HS-ETS1,HS-ETS1-4,applied,"If a student runs a simulation of a proposed water filtration system and the model shows the system meets water purity standards under normal flow but fails during peak demand, what specific design change would this suggest?",fk_grade=18.0_out_of_band,1
HS-ETS1,HS-ETS1-4,applied,"If a simulation predicts that a proposed forest fire containment strategy successfully stops a fire 80% of the time but the remaining 20% of simulated scenarios show the fire escaping containment, how should planners use this information?",fk_grade=20.8_out_of_band,1
HS-ETS1,HS-ETS1-4,applied,"If two different proposed designs for a city's flood control system are run through the same simulation, and Design A protects more buildings but Design B costs 30% less while protecting slightly fewer buildings, how does the simulation help the decision-making process?",fk_grade=20.2_out_of_band,1
HS-PS1,HS-PS1-1,recall,What is atomic radius?,llm_inappropriate,1
HS-PS1,HS-PS1-2,recall,What are valence electrons?,llm_inappropriate,1
HS-PS1,HS-PS1-2,recall,What is a chemical property?,llm_inappropriate,1
HS-PS1,HS-PS1-7,recall,What is a balanced chemical equation?,llm_inappropriate,1
HS-PS1,HS-PS1-7,recall,What are the coefficients in a chemical equation used for?,llm_inappropriate,1
HS-PS1,HS-PS1-7,recall,What is the term for the starting materials in a chemical reaction?,llm_inappropriate,1
HS-PS2,HS-PS2-1,recall,What is the mathematical formula for Newton's second law of motion?,llm_inappropriate,1
HS-PS2,HS-PS2-1,recall,What is acceleration?,llm_inappropriate,1
HS-PS2,HS-PS2-2,recall,What is the definition of momentum in physics?,llm_inappropriate,1
HS-PS2,HS-PS2-3,recall,What is momentum?,llm_inappropriate,1
HS-PS2,HS-PS2-3,recall,"What does Newton's second law say about the relationship between net force, mass, and acceleration?",llm_inappropriate,1
HS-PS2,HS-PS2-5,recall,What scientist first demonstrated that an electric current produces a magnetic field?,llm_inappropriate,1
HS-PS2,HS-PS2-5,recall,What is an electromagnet?,llm_inappropriate,1
HS-PS2,HS-PS2-6,recall,"What is a polymer, and what feature of its molecular structure makes it different from small molecules?",llm_inappropriate,1
HS-PS2,HS-PS2-6,recall,What type of molecular bonding gives diamond its extreme hardness?,llm_inappropriate,1
HS-PS2,HS-PS2-6,recall,Why are metals good conductors of electricity at the molecular level?,llm_inappropriate,1
HS-PS2,HS-PS2-6,recall,What is a composite material?,llm_inappropriate,1
HS-PS2,HS-PS2-6,recall,What molecular feature of Kevlar gives it its high tensile strength?,llm_inappropriate,1
HS-PS2,HS-PS2-6,recall,What is the difference between a crystalline solid and an amorphous solid in terms of molecular arrangement?,llm_inappropriate,1
HS-PS2,HS-PS2-6,recall,"What does 'cross-linking' mean in the molecular structure of a polymer, and how does it affect the material's properties?",llm_inappropriate,1
HS-PS2,HS-PS2-4,conceptual,Why do more massive objects exert a stronger gravitational pull on each other?,llm_inappropriate,1
HS-PS2,HS-PS2-5,conceptual,Why does an electric current flowing through a wire produce a magnetic field around it?,llm_inappropriate,1
HS-PS2,HS-PS2-6,conceptual,Why does cross-linking polymer chains in rubber make the material stronger and more elastic?,llm_inappropriate,1
