question_id,area,question_type,fraction_correct,discrimination,trivial,broken
HS-LS1-092,HS-LS1,recall,0.889,0.222,0,0
HS-LS1-095,HS-LS1,conceptual,0.889,0.222,0,0
HS-LS1-005,HS-LS1,recall,0.926,0.139,0,0
HS-LS1-007,HS-LS1,recall,0.926,0.21,0,0
HS-LS1-012,HS-LS1,recall,0.926,0.139,0,0
HS-LS1-020,HS-LS1,recall,0.926,0.139,0,0
HS-LS1-022,HS-LS1,conceptual,0.926,0.139,0,0
HS-LS1-028,HS-LS1,conceptual,0.926,0.139,0,0
HS-LS1-030,HS-LS1,conceptual,0.926,0.139,0,0
HS-LS1-037,HS-LS1,conceptual,0.926,0.139,0,0
HS-LS1-041,HS-LS1,conceptual,0.926,0.139,0,0
HS-LS1-045,HS-LS1,conceptual,0.926,0.139,0,0
HS-LS1-046,HS-LS1,conceptual,0.926,0.139,0,0
HS-LS1-060,HS-LS1,applied,0.926,0.21,0,0
HS-LS1-061,HS-LS1,applied,0.926,0.139,0,0
HS-LS1-065,HS-LS1,applied,0.926,0.139,0,0
HS-LS1-067,HS-LS1,applied,0.926,0.21,0,0
HS-LS1-069,HS-LS1,applied,0.926,0.21,0,0
HS-LS1-070,HS-LS1,applied,0.926,0.139,0,0
HS-LS1-083,HS-LS1,recall,0.926,0.21,0,0
HS-LS1-084,HS-LS1,recall,0.926,0.139,0,0
HS-LS1-091,HS-LS1,recall,0.926,0.139,0,0
HS-LS1-097,HS-LS1,recall,0.926,0.21,0,0
HS-LS1-001,HS-LS1,recall,0.963,0.105,1,0
HS-LS1-013,HS-LS1,recall,0.963,0.105,1,0
HS-LS1-014,HS-LS1,recall,0.963,0.105,1,0
HS-LS1-015,HS-LS1,recall,0.963,0.105,1,0
HS-LS1-019,HS-LS1,recall,0.963,0.105,1,0
HS-LS1-021,HS-LS1,conceptual,0.963,0.105,1,0
HS-LS1-033,HS-LS1,conceptual,0.963,0.105,1,0
HS-LS1-034,HS-LS1,conceptual,0.963,0.105,1,0
HS-LS1-035,HS-LS1,conceptual,0.963,0.105,1,0
HS-LS1-038,HS-LS1,conceptual,0.963,0.105,1,0
HS-LS1-039,HS-LS1,conceptual,0.963,0.105,1,0
HS-LS1-053,HS-LS1,applied,0.963,0.105,1,0
HS-LS1-054,HS-LS1,applied,0.963,0.105,1,0
HS-LS1-058,HS-LS1,applied,0.963,0.105,1,0
HS-LS1-063,HS-LS1,applied,0.963,0.105,1,0
HS-LS1-064,HS-LS1,applied,0.963,0.105,1,0
HS-LS1-066,HS-LS1,applied,0.963,0.105,1,0
HS-LS1-072,HS-LS1,applied,0.963,0.105,1,0
HS-LS1-074,HS-LS1,applied,0.963,0.105,1,0
HS-LS1-082,HS-LS1,applied,0.963,0.105,1,0
HS-LS1-096,HS-LS1,recall,0.963,0.105,1,0
HS-LS1-002,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-004,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-008,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-009,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-010,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-011,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-017,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-018,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-023,HS-LS1,conceptual,1.0,0.0,1,0
HS-LS1-024,HS-LS1,conceptual,1.0,0.0,1,0
HS-LS1-025,HS-LS1,conceptual,1.0,0.0,1,0
HS-LS1-026,HS-LS1,conceptual,1.0,0.0,1,0
HS-LS1-027,HS-LS1,conceptual,1.0,0.0,1,0
HS-LS1-031,HS-LS1,conceptual,1.0,0.0,1,0
HS-LS1-048,HS-LS1,conceptual,1.0,0.0,1,0
HS-LS1-051,HS-LS1,applied,1.0,0.0,1,0
HS-LS1-052,HS-LS1,applied,1.0,0.0,1,0
HS-LS1-056,HS-LS1,applied,1.0,0.0,1,0
HS-LS1-059,HS-LS1,applied,1.0,0.0,1,0
HS-LS1-068,HS-LS1,applied,1.0,0.0,1,0
HS-LS1-085,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-086,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-087,HS-LS1,conceptual,1.0,0.0,1,0
HS-LS1-090,HS-LS1,recall,1.0,0.0,1,0
HS-LS1-098,HS-LS1,recall,1.0,0.0,1,0
HS-LS2-060,HS-LS2,applied,0.444,0.444,0,0
HS-LS2-062,HS-LS2,applied,0.63,0.399,0,0
HS-LS2-044,HS-LS2,applied,0.667,0.385,0,0
HS-LS2-046,HS-LS2,applied,0.704,0.367,0,0
HS-LS2-091,HS-LS2,recall,0.741,0.305,0,0
HS-LS2-020,HS-LS2,conceptual,0.778,0.314,0,0
HS-LS2-078,HS-LS2,recall,0.778,0.351,0,0
HS-LS2-086,HS-LS2,recall,0.778,0.351,0,0
HS-LS2-037,HS-LS2,conceptual,0.815,0.228,0,0
HS-LS2-048,HS-LS2,applied,0.815,0.228,0,0
HS-LS2-059,HS-LS2,applied,0.815,0.228,0,0
HS-LS2-004,HS-LS2,recall,0.852,0.319,0,0
HS-LS2-023,HS-LS2,conceptual,0.852,0.166,0,0
HS-LS2-027,HS-LS2,conceptual,0.852,0.319,0,0
HS-LS2-083,HS-LS2,conceptual,0.852,0.228,0,0
HS-LS2-090,HS-LS2,conceptual,0.852,0.277,0,0
HS-LS2-017,HS-LS2,conceptual,0.889,0.157,0,0
HS-LS2-035,HS-LS2,conceptual,0.889,0.157,0,0
HS-LS2-053,HS-LS2,applied,0.889,0.222,0,0
HS-LS2-057,HS-LS2,applied,0.889,0.222,0,0
HS-LS2-076,HS-LS2,recall,0.889,0.157,0,0
HS-LS2-079,HS-LS2,recall,0.889,0.222,0,0
HS-LS2-002,HS-LS2,recall,0.926,0.139,0,0
HS-LS2-007,HS-LS2,recall,0.926,0.139,0,0
HS-LS2-021,HS-LS2,conceptual,0.926,0.139,0,0
HS-LS2-022,HS-LS2,conceptual,0.926,0.21,0,0
HS-LS2-024,HS-LS2,conceptual,0.926,0.139,0,0
HS-LS2-039,HS-LS2,applied,0.926,0.139,0,0
HS-LS2-071,HS-LS2,applied,0.926,0.139,0,0
HS-LS2-089,HS-LS2,recall,0.926,0.139,0,0
HS-LS2-094,HS-LS2,recall,0.926,0.21,0,0
HS-LS2-001,HS-LS2,recall,0.963,0.105,1,0
HS-LS2-005,HS-LS2,recall,0.963,0.105,1,0
HS-LS2-006,HS-LS2,recall,0.963,0.105,1,0
HS-LS2-012,HS-LS2,recall,0.963,0.105,1,0
HS-LS2-015,HS-LS2,conceptual,0.963,0.105,1,0
HS-LS2-028,HS-LS2,conceptual,0.963,0.105,1,0
HS-LS2-029,HS-LS2,conceptual,0.963,0.105,1,0
HS-LS2-030,HS-LS2,conceptual,0.963,0.105,1,0
HS-LS2-031,HS-LS2,conceptual,0.963,0.105,1,0
HS-LS2-036,HS-LS2,conceptual,0.963,0.105,1,0
HS-LS2-051,HS-LS2,applied,0.963,0.105,1,0
HS-LS2-069,HS-LS2,applied,0.963,0.105,1,0
HS-LS2-088,HS-LS2,recall,0.963,0.105,1,0
HS-LS2-093,HS-LS2,recall,0.963,0.105,1,0
HS-LS2-098,HS-LS2,recall,0.963,0.105,1,0
HS-LS2-099,HS-LS2,recall,0.963,0.105,1,0
HS-LS2-003,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-008,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-009,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-010,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-011,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-013,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-018,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-019,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-025,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-026,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-032,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-033,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-034,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-040,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-045,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-050,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-052,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-054,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-055,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-056,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-058,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-061,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-063,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-064,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-065,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-066,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-067,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-068,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-070,HS-LS2,applied,1.0,0.0,1,0
HS-LS2-072,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-073,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-074,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-077,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-080,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-082,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-087,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-092,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-095,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-096,HS-LS2,conceptual,1.0,0.0,1,0
HS-LS2-097,HS-LS2,recall,1.0,0.0,1,0
HS-LS2-100,HS-LS2,recall,1.0,0.0,1,0
HS-LS3-031,HS-LS3,conceptual,0.704,0.367,0,0
HS-LS3-071,HS-LS3,applied,0.704,0.399,0,0
HS-LS3-029,HS-LS3,conceptual,0.741,0.343,0,0
HS-LS3-073,HS-LS3,applied,0.741,0.409,0,0
HS-LS3-090,HS-LS3,conceptual,0.741,0.305,0,0
HS-LS3-053,HS-LS3,applied,0.778,0.272,0,0
HS-LS3-075,HS-LS3,applied,0.778,0.416,0,0
HS-LS3-088,HS-LS3,recall,0.778,0.351,0,0
HS-LS3-095,HS-LS3,conceptual,0.778,0.351,0,0
HS-LS3-017,HS-LS3,recall,0.815,0.319,0,0
HS-LS3-024,HS-LS3,conceptual,0.815,0.355,0,0
HS-LS3-036,HS-LS3,conceptual,0.815,0.228,0,0
HS-LS3-059,HS-LS3,applied,0.815,0.319,0,0
HS-LS3-066,HS-LS3,applied,0.815,0.319,0,0
HS-LS3-006,HS-LS3,recall,0.852,0.277,0,0
HS-LS3-009,HS-LS3,recall,0.852,0.228,0,0
HS-LS3-026,HS-LS3,conceptual,0.852,0.319,0,0
HS-LS3-027,HS-LS3,conceptual,0.852,0.228,0,0
HS-LS3-041,HS-LS3,conceptual,0.852,0.228,0,0
HS-LS3-042,HS-LS3,conceptual,0.852,0.228,0,0
HS-LS3-063,HS-LS3,applied,0.852,0.228,0,0
HS-LS3-069,HS-LS3,applied,0.852,0.228,0,0
HS-LS3-072,HS-LS3,applied,0.852,0.319,0,0
HS-LS3-077,HS-LS3,applied,0.852,0.277,0,0
HS-LS3-080,HS-LS3,applied,0.852,0.228,0,0
HS-LS3-084,HS-LS3,recall,0.852,0.228,0,0
HS-LS3-007,HS-LS3,recall,0.889,0.157,0,0
HS-LS3-019,HS-LS3,recall,0.889,0.157,0,0
HS-LS3-033,HS-LS3,conceptual,0.889,0.222,0,0
HS-LS3-035,HS-LS3,conceptual,0.889,0.157,0,0
HS-LS3-037,HS-LS3,conceptual,0.889,0.222,0,0
HS-LS3-040,HS-LS3,conceptual,0.889,0.222,0,0
HS-LS3-045,HS-LS3,conceptual,0.889,0.157,0,0
HS-LS3-050,HS-LS3,applied,0.889,0.222,0,0
HS-LS3-056,HS-LS3,applied,0.889,0.222,0,0
HS-LS3-061,HS-LS3,applied,0.889,0.314,0,0
HS-LS3-062,HS-LS3,applied,0.889,0.222,0,0
HS-LS3-079,HS-LS3,applied,0.889,0.314,0,0
HS-LS3-004,HS-LS3,recall,0.926,0.139,0,0
HS-LS3-008,HS-LS3,recall,0.926,0.21,0,0
HS-LS3-010,HS-LS3,recall,0.926,0.139,0,0
HS-LS3-012,HS-LS3,recall,0.926,0.139,0,0
HS-LS3-022,HS-LS3,conceptual,0.926,0.139,0,0
HS-LS3-023,HS-LS3,conceptual,0.926,0.139,0,0
HS-LS3-030,HS-LS3,conceptual,0.926,0.139,0,0
HS-LS3-044,HS-LS3,conceptual,0.926,0.139,0,0
HS-LS3-051,HS-LS3,applied,0.926,0.139,0,0
HS-LS3-064,HS-LS3,applied,0.926,0.21,0,0
HS-LS3-070,HS-LS3,applied,0.926,0.21,0,0
HS-LS3-074,HS-LS3,applied,0.926,0.21,0,0
HS-LS3-083,HS-LS3,recall,0.926,0.139,0,0
HS-LS3-089,HS-LS3,conceptual,0.926,0.139,0,0
HS-LS3-093,HS-LS3,conceptual,0.926,0.139,0,0
HS-LS3-002,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-011,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-013,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-014,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-016,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-020,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-034,HS-LS3,conceptual,0.963,0.105,1,0
HS-LS3-049,HS-LS3,applied,0.963,0.105,1,0
HS-LS3-054,HS-LS3,applied,0.963,0.105,1,0
HS-LS3-065,HS-LS3,applied,0.963,0.105,1,0
HS-LS3-067,HS-LS3,applied,0.963,0.105,1,0
HS-LS3-086,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-087,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-091,HS-LS3,conceptual,0.963,0.105,1,0
HS-LS3-097,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-098,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-099,HS-LS3,recall,0.963,0.105,1,0
HS-LS3-001,HS-LS3,recall,1.0,0.0,1,0
HS-LS3-003,HS-LS3,recall,1.0,0.0,1,0
HS-LS3-005,HS-LS3,recall,1.0,0.0,1,0
HS-LS3-015,HS-LS3,recall,1.0,0.0,1,0
HS-LS3-018,HS-LS3,recall,1.0,0.0,1,0
HS-LS3-021,HS-LS3,recall,1.0,0.0,1,0
HS-LS3-025,HS-LS3,conceptual,1.0,0.0,1,0
HS-LS3-028,HS-LS3,conceptual,1.0,0.0,1,0
HS-LS3-032,HS-LS3,conceptual,1.0,0.0,1,0
HS-LS3-038,HS-LS3,conceptual,1.0,0.0,1,0
HS-LS3-039,HS-LS3,conceptual,1.0,0.0,1,0
HS-LS3-043,HS-LS3,conceptual,1.0,0.0,1,0
HS-LS3-047,HS-LS3,conceptual,1.0,0.0,1,0
HS-LS3-048,HS-LS3,applied,1.0,0.0,1,0
HS-LS3-052,HS-LS3,applied,1.0,0.0,1,0
HS-LS3-057,HS-LS3,applied,1.0,0.0,1,0
HS-LS3-058,HS-LS3,applied,1.0,0.0,1,0
HS-LS3-060,HS-LS3,applied,1.0,0.0,1,0
HS-LS3-068,HS-LS3,applied,1.0,0.0,1,0
HS-LS3-078,HS-LS3,applied,1.0,0.0,1,0
HS-LS3-082,HS-LS3,recall,1.0,0.0,1,0
HS-LS3-092,HS-LS3,conceptual,1.0,0.0,1,0
HS-LS3-096,HS-LS3,recall,1.0,0.0,1,0
HS-LS3-100,HS-LS3,recall,1.0,0.0,1,0
HS-LS4-003,HS-LS4,recall,0.259,0.343,0,0
HS-LS4-012,HS-LS4,recall,0.519,0.474,0,0
HS-LS4-097,HS-LS4,recall,0.63,0.399,0,0
HS-LS4-051,HS-LS4,applied,0.667,0.314,0,0
HS-LS4-006,HS-LS4,recall,0.704,0.246,0,0
HS-LS4-056,HS-LS4,applied,0.741,0.343,0,0
HS-LS4-007,HS-LS4,recall,0.815,0.277,0,0
HS-LS4-043,HS-LS4,applied,0.815,0.166,0,0
HS-LS4-047,HS-LS4,applied,0.852,0.166,0,0
HS-LS4-064,HS-LS4,recall,0.852,0.166,0,0
HS-LS4-077,HS-LS4,recall,0.852,0.277,0,0
HS-LS4-085,HS-LS4,applied,0.852,0.277,0,0
HS-LS4-018,HS-LS4,conceptual,0.889,0.222,0,0
HS-LS4-023,HS-LS4,conceptual,0.889,0.314,0,0
HS-LS4-025,HS-LS4,conceptual,0.889,0.222,0,0
HS-LS4-037,HS-LS4,applied,0.889,0.222,0,0
HS-LS4-054,HS-LS4,applied,0.889,0.157,0,0
HS-LS4-063,HS-LS4,recall,0.889,0.222,0,0
HS-LS4-068,HS-LS4,recall,0.889,0.222,0,0
HS-LS4-069,HS-LS4,conceptual,0.889,0.222,0,0
HS-LS4-070,HS-LS4,conceptual,0.889,0.222,0,0
HS-LS4-083,HS-LS4,applied,0.889,0.157,0,0
HS-LS4-094,HS-LS4,conceptual,0.889,0.222,0,0
HS-LS4-001,HS-LS4,recall,0.926,0.139,0,0
HS-LS4-015,HS-LS4,recall,0.926,0.21,0,0
HS-LS4-030,HS-LS4,conceptual,0.926,0.21,0,0
HS-LS4-031,HS-LS4,conceptual,0.926,0.139,0,0
HS-LS4-036,HS-LS4,applied,0.926,0.139,0,0
HS-LS4-055,HS-LS4,applied,0.926,0.139,0,0
HS-LS4-060,HS-LS4,applied,0.926,0.139,0,0
HS-LS4-067,HS-LS4,recall,0.926,0.139,0,0
HS-LS4-072,HS-LS4,conceptual,0.926,0.139,0,0
HS-LS4-080,HS-LS4,conceptual,0.926,0.21,0,0
HS-LS4-081,HS-LS4,conceptual,0.926,0.139,0,0
HS-LS4-084,HS-LS4,applied,0.926,0.139,0,0
HS-LS4-089,HS-LS4,recall,0.926,0.139,0,0
HS-LS4-090,HS-LS4,recall,0.926,0.139,0,0
HS-LS4-096,HS-LS4,conceptual,0.926,0.139,0,0
HS-LS4-009,HS-LS4,recall,0.963,0.105,1,0
HS-LS4-010,HS-LS4,recall,0.963,0.105,1,0
HS-LS4-013,HS-LS4,recall,0.963,0.105,1,0
HS-LS4-017,HS-LS4,recall,0.963,0.105,1,0
HS-LS4-020,HS-LS4,conceptual,0.963,0.105,1,0
HS-LS4-021,HS-LS4,conceptual,0.963,0.105,1,0
HS-LS4-028,HS-LS4,conceptual,0.963,0.105,1,0
HS-LS4-029,HS-LS4,conceptual,0.963,0.105,1,0
HS-LS4-032,HS-LS4,conceptual,0.963,0.105,1,0
HS-LS4-038,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-039,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-040,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-044,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-046,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-049,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-050,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-052,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-053,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-062,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-065,HS-LS4,recall,0.963,0.105,1,0
HS-LS4-071,HS-LS4,conceptual,0.963,0.105,1,0
HS-LS4-078,HS-LS4,conceptual,0.963,0.105,1,0
HS-LS4-086,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-091,HS-LS4,applied,0.963,0.105,1,0
HS-LS4-093,HS-LS4,recall,0.963,0.105,1,0
HS-LS4-002,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-004,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-005,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-008,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-011,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-014,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-016,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-019,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-022,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-024,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-026,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-027,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-033,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-034,HS-LS4,applied,1.0,0.0,1,0
HS-LS4-035,HS-LS4,applied,1.0,0.0,1,0
HS-LS4-042,HS-LS4,applied,1.0,0.0,1,0
HS-LS4-045,HS-LS4,applied,1.0,0.0,1,0
HS-LS4-048,HS-LS4,applied,1.0,0.0,1,0
HS-LS4-057,HS-LS4,applied,1.0,0.0,1,0
HS-LS4-058,HS-LS4,applied,1.0,0.0,1,0
HS-LS4-061,HS-LS4,applied,1.0,0.0,1,0
HS-LS4-066,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-073,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-074,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-075,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-076,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-079,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-082,HS-LS4,conceptual,1.0,0.0,1,0
HS-LS4-087,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-088,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-092,HS-LS4,recall,1.0,0.0,1,0
HS-LS4-095,HS-LS4,conceptual,1.0,0.0,1,0
HS-PS1-012,HS-PS1,recall,0.704,0.246,0,0
HS-PS1-073,HS-PS1,applied,0.704,0.292,0,0
HS-PS1-016,HS-PS1,recall,0.741,0.262,0,0
HS-PS1-045,HS-PS1,conceptual,0.741,0.343,0,0
HS-PS1-086,HS-PS1,applied,0.741,0.409,0,0
HS-PS1-091,HS-PS1,applied,0.741,0.343,0,0
HS-PS1-099,HS-PS1,conceptual,0.741,0.409,0,0
HS-PS1-006,HS-PS1,recall,0.778,0.351,0,0
HS-PS1-008,HS-PS1,recall,0.778,0.272,0,0
HS-PS1-074,HS-PS1,applied,0.778,0.351,0,0
HS-PS1-075,HS-PS1,applied,0.778,0.351,0,0
HS-PS1-085,HS-PS1,applied,0.778,0.416,0,0
HS-PS1-021,HS-PS1,recall,0.815,0.228,0,0
HS-PS1-037,HS-PS1,conceptual,0.815,0.228,0,0
HS-PS1-044,HS-PS1,conceptual,0.815,0.319,0,0
HS-PS1-049,HS-PS1,conceptual,0.815,0.355,0,0
HS-PS1-066,HS-PS1,applied,0.815,0.355,0,0
HS-PS1-077,HS-PS1,applied,0.815,0.319,0,0
HS-PS1-089,HS-PS1,applied,0.815,0.228,0,0
HS-PS1-002,HS-PS1,recall,0.852,0.228,0,0
HS-PS1-011,HS-PS1,recall,0.852,0.228,0,0
HS-PS1-019,HS-PS1,recall,0.852,0.228,0,0
HS-PS1-031,HS-PS1,conceptual,0.852,0.228,0,0
HS-PS1-040,HS-PS1,conceptual,0.852,0.277,0,0
HS-PS1-041,HS-PS1,conceptual,0.852,0.166,0,0
HS-PS1-051,HS-PS1,conceptual,0.852,0.277,0,0
HS-PS1-057,HS-PS1,conceptual,0.852,0.277,0,0
HS-PS1-071,HS-PS1,applied,0.852,0.319,0,0
HS-PS1-087,HS-PS1,applied,0.852,0.319,0,0
HS-PS1-096,HS-PS1,recall,0.852,0.228,0,0
HS-PS1-009,HS-PS1,recall,0.889,0.157,0,0
HS-PS1-013,HS-PS1,recall,0.889,0.314,0,0
HS-PS1-018,HS-PS1,recall,0.889,0.222,0,0
HS-PS1-025,HS-PS1,recall,0.889,0.314,0,0
HS-PS1-026,HS-PS1,recall,0.889,0.222,0,0
HS-PS1-030,HS-PS1,conceptual,0.889,0.222,0,0
HS-PS1-033,HS-PS1,conceptual,0.889,0.157,0,0
HS-PS1-035,HS-PS1,conceptual,0.889,0.157,0,0
HS-PS1-038,HS-PS1,conceptual,0.889,0.222,0,0
HS-PS1-039,HS-PS1,conceptual,0.889,0.157,0,0
HS-PS1-043,HS-PS1,conceptual,0.889,0.222,0,0
HS-PS1-050,HS-PS1,conceptual,0.889,0.157,0,0
HS-PS1-052,HS-PS1,conceptual,0.889,0.157,0,0
HS-PS1-054,HS-PS1,conceptual,0.889,0.157,0,0
HS-PS1-056,HS-PS1,conceptual,0.889,0.157,0,0
HS-PS1-065,HS-PS1,applied,0.889,0.157,0,0
HS-PS1-068,HS-PS1,applied,0.889,0.222,0,0
HS-PS1-082,HS-PS1,applied,0.889,0.222,0,0
HS-PS1-083,HS-PS1,applied,0.889,0.157,0,0
HS-PS1-094,HS-PS1,recall,0.889,0.222,0,0
HS-PS1-005,HS-PS1,recall,0.926,0.139,0,0
HS-PS1-010,HS-PS1,recall,0.926,0.21,0,0
HS-PS1-014,HS-PS1,recall,0.926,0.139,0,0
HS-PS1-027,HS-PS1,recall,0.926,0.139,0,0
HS-PS1-028,HS-PS1,recall,0.926,0.21,0,0
HS-PS1-029,HS-PS1,conceptual,0.926,0.139,0,0
HS-PS1-034,HS-PS1,conceptual,0.926,0.21,0,0
HS-PS1-042,HS-PS1,conceptual,0.926,0.21,0,0
HS-PS1-047,HS-PS1,conceptual,0.926,0.139,0,0
HS-PS1-053,HS-PS1,conceptual,0.926,0.21,0,0
HS-PS1-055,HS-PS1,conceptual,0.926,0.21,0,0
HS-PS1-058,HS-PS1,conceptual,0.926,0.139,0,0
HS-PS1-060,HS-PS1,applied,0.926,0.139,0,0
HS-PS1-062,HS-PS1,applied,0.926,0.139,0,0
HS-PS1-064,HS-PS1,applied,0.926,0.21,0,0
HS-PS1-076,HS-PS1,applied,0.926,0.139,0,0
HS-PS1-078,HS-PS1,applied,0.926,0.139,0,0
HS-PS1-090,HS-PS1,applied,0.926,0.21,0,0
HS-PS1-092,HS-PS1,applied,0.926,0.139,0,0
HS-PS1-093,HS-PS1,applied,0.926,0.21,0,0
HS-PS1-095,HS-PS1,recall,0.926,0.139,0,0
HS-PS1-098,HS-PS1,recall,0.926,0.139,0,0
HS-PS1-007,HS-PS1,recall,0.963,0.105,1,0
HS-PS1-015,HS-PS1,recall,0.963,0.105,1,0
HS-PS1-017,HS-PS1,recall,0.963,0.105,1,0
HS-PS1-020,HS-PS1,recall,0.963,0.105,1,0
HS-PS1-022,HS-PS1,recall,0.963,0.105,1,0
HS-PS1-024,HS-PS1,recall,0.963,0.105,1,0
HS-PS1-061,HS-PS1,applied,0.963,0.105,1,0
HS-PS1-069,HS-PS1,applied,0.963,0.105,1,0
HS-PS1-072,HS-PS1,applied,0.963,0.105,1,0
HS-PS1-079,HS-PS1,applied,0.963,0.105,1,0
HS-PS1-084,HS-PS1,applied,0.963,0.105,1,0
HS-PS1-088,HS-PS1,applied,0.963,0.105,1,0
HS-PS1-100,HS-PS1,conceptual,0.963,0.105,1,0
HS-PS1-001,HS-PS1,recall,1.0,0.0,1,0
HS-PS1-003,HS-PS1,recall,1.0,0.0,1,0
HS-PS1-004,HS-PS1,recall,1.0,0.0,1,0
HS-PS1-023,HS-PS1,recall,1.0,0.0,1,0
HS-PS1-032,HS-PS1,conceptual,1.0,0.0,1,0
HS-PS1-036,HS-PS1,conceptual,1.0,0.0,1,0
HS-PS1-046,HS-PS1,conceptual,1.0,0.0,1,0
HS-PS1-048,HS-PS1,conceptual,1.0,0.0,1,0
HS-PS1-059,HS-PS1,conceptual,1.0,0.0,1,0
HS-PS1-063,HS-PS1,applied,1.0,0.0,1,0
